ts_recv,ts_event,rtype,publisher_id,instrument_id,action,side,depth,price,size,flags,ts_in_delta,sequence,symbol
2025-05-04T22:00:14.724100044Z,2025-05-04T22:00:14.723810959Z,0,1,42005804,T,A,0,20183.000000000,1,0,13930,42160,NQM5
2025-05-04T22:00:15.079932358Z,2025-05-04T22:00:15.079603203Z,0,1,42005804,T,A,0,20182.250000000,1,0,15757,42677,NQM5
2025-05-04T22:00:15.508826377Z,2025-05-04T22:00:15.508318717Z,0,1,42005804,T,A,0,20179.250000000,1,0,14879,44179,NQM5
2025-05-04T22:00:15.508826377Z,2025-05-04T22:00:15.508318717Z,0,1,42005804,T,A,0,20179.000000000,1,0,14879,44179,NQM5
2025-05-04T22:00:15.508826377Z,2025-05-04T22:00:15.508318717Z,0,1,42005804,T,A,0,20176.500000000,2,0,14879,44179,NQM5
2025-05-04T22:00:15.510545087Z,2025-05-04T22:00:15.509817151Z,0,1,42005804,T,B,0,20179.250000000,1,0,13938,44253,NQM5
2025-05-04T22:00:16.357725724Z,2025-05-04T22:00:16.357429527Z,0,1,42005804,T,A,0,20177.500000000,2,0,14419,44973,NQM5
2025-05-04T22:00:16.854121105Z,2025-05-04T22:00:16.853733389Z,0,1,42005804,T,B,0,20178.500000000,2,0,13151,45427,NQM5
2025-05-04T22:00:16.922275506Z,2025-05-04T22:00:16.921845277Z,0,1,42005804,T,A,0,20179.000000000,1,0,13962,46000,NQM5
2025-05-04T22:00:17.568461437Z,2025-05-04T22:00:17.568084391Z,0,1,42005804,T,B,0,20179.500000000,1,0,13754,46274,NQM5
2025-05-04T22:00:17.602795048Z,2025-05-04T22:00:17.602460107Z,0,1,42005804,T,B,0,20180.250000000,1,0,13891,46338,NQM5
2025-05-04T22:00:18.037583551Z,2025-05-04T22:00:18.037211307Z,0,1,42005804,T,A,0,20178.250000000,1,0,13005,46672,NQM5
2025-05-04T22:00:22.488791499Z,2025-05-04T22:00:22.488429169Z,0,1,42005804,T,B,0,20179.500000000,2,0,14322,49786,NQM5
2025-05-04T22:00:22.764670809Z,2025-05-04T22:00:22.764301369Z,0,1,42005804,T,B,0,20179.250000000,1,0,13308,49905,NQM5
2025-05-04T22:00:22.768552783Z,2025-05-04T22:00:22.768265643Z,0,1,42005804,T,B,0,20178.750000000,2,0,12818,49928,NQM5
2025-05-04T22:00:22.978638139Z,2025-05-04T22:00:22.978319349Z,0,1,42005804,T,B,0,20179.750000000,1,0,14369,49982,NQM5
2025-05-04T22:00:23.248944497Z,2025-05-04T22:00:23.248435881Z,0,1,42005804,T,B,0,20181.000000000,1,0,14497,50039,NQM5
2025-05-04T22:00:23.248944497Z,2025-05-04T22:00:23.248435881Z,0,1,42005804,T,B,0,20182.500000000,1,0,14497,50039,NQM5
2025-05-04T22:00:23.881314107Z,2025-05-04T22:00:23.880982103Z,0,1,42005804,T,B,0,20181.000000000,1,0,13874,50413,NQM5
2025-05-04T22:00:23.895617330Z,2025-05-04T22:00:23.895309973Z,0,1,42005804,T,B,0,20181.500000000,1,0,13912,50437,NQM5
2025-05-04T22:00:23.896771143Z,2025-05-04T22:00:23.896427171Z,0,1,42005804,T,B,0,20184.750000000,1,0,12896,50484,NQM5
2025-05-04T22:00:23.924885757Z,2025-05-04T22:00:23.924466649Z,0,1,42005804,T,B,0,20182.750000000,1,0,14215,50805,NQM5
2025-05-04T22:00:23.924959727Z,2025-05-04T22:00:23.924471359Z,0,1,42005804,T,A,0,20182.000000000,2,0,11924,50807,NQM5
2025-05-04T22:00:24.590930945Z,2025-05-04T22:00:24.590059895Z,0,1,42005804,T,A,0,20181.250000000,1,0,13029,52812,NQM5
2025-05-04T22:00:26.352107363Z,2025-05-04T22:00:26.351694545Z,0,1,42005804,T,B,0,20181.250000000,2,0,13791,53976,NQM5
2025-05-04T22:00:26.352751098Z,2025-05-04T22:00:26.352349043Z,0,1,42005804,T,A,0,20180.500000000,1,0,13492,54014,NQM5
2025-05-04T22:00:26.352934487Z,2025-05-04T22:00:26.352357511Z,0,1,42005804,T,A,0,20180.500000000,1,0,13616,54016,NQM5
2025-05-04T22:00:26.447889797Z,2025-05-04T22:00:26.446946957Z,0,1,42005804,T,A,0,20177.750000000,1,0,13955,54306,NQM5
2025-05-04T22:00:26.571206484Z,2025-05-04T22:00:26.570878107Z,0,1,42005804,T,A,0,20176.500000000,1,0,14035,55045,NQM5
2025-05-04T22:00:27.568392578Z,2025-05-04T22:00:27.568086087Z,0,1,42005804,T,A,0,20176.500000000,1,0,14033,56028,NQM5
2025-05-04T22:00:27.959930186Z,2025-05-04T22:00:27.959623559Z,0,1,42005804,T,B,0,20177.750000000,1,0,14220,56151,NQM5
2025-05-04T22:00:27.961490403Z,2025-05-04T22:00:27.960843531Z,0,1,42005804,T,B,0,20179.750000000,2,0,14106,56228,NQM5
2025-05-04T22:00:27.964390709Z,2025-05-04T22:00:27.963702837Z,0,1,42005804,T,A,0,20181.000000000,1,0,14627,56325,NQM5
2025-05-04T22:00:27.964636011Z,2025-05-04T22:00:27.964056869Z,0,1,42005804,T,A,0,20181.000000000,1,0,13810,56335,NQM5
2025-05-04T22:00:27.965433030Z,2025-05-04T22:00:27.964951303Z,0,1,42005804,T,A,0,20179.750000000,1,0,13810,56376,NQM5
2025-05-04T22:00:27.966041008Z,2025-05-04T22:00:27.965606529Z,0,1,42005804,T,A,0,20180.000000000,1,0,13836,56400,NQM5
2025-05-04T22:00:27.966671856Z,2025-05-04T22:00:27.966306087Z,0,1,42005804,T,A,0,20180.000000000,5,0,12988,56428,NQM5
